ZIP,note
94707,"topped, uneven weight  next to power pole, next to sign"
94702,"topped, uneven weight , crown clean thin"
94708,"topped, uneven weight,"
94703,"topped, uneven weight, LV line wrapped around trunk, crossed branches, crown clean & thin"
94708,"topped, uneven weight, bad pruning cuts"
94708,"topped, uneven weight, bad pruning cuts, deadwood, branch wound, surrounded by ivy, crowded, weight reduction"
94709,"topped, uneven weight, bad prunning cuts, suckers, deadwood, stripped bark, next to utility, crown clean & thin, weight reduction"
94710,"topped, uneven weight, bench 1"" from trunk, next to light pole, crowded"
94703,"topped, uneven weight, between driveways, crossed branches"
94710,"topped, uneven weight, between utility & light pole, remove DG from root crown, slight lean"
94702,"topped, uneven weight, bowed trunk, crossed branches"
94709,"topped, uneven weight, branch failure, crown clean & thin, endweight reduction"
94703,"topped, uneven weight, breaking curb, light clearance"
94702,"topped, uneven weight, breaking curb, trunk scar, suckers, crown clean & thin"
94703,"topped, uneven weight, broken curb"
94709,"topped, uneven weight, building clearance, crowded, witch's broom, suckers, root wounds from repaving"
94702,"topped, uneven weight, building clearance, suckers"
94710,"topped, uneven weight, building clearance, suckers, sign embedded in root crown, reduced"
94702,"topped, uneven weight, competing leaders, included bark, recently pruned, crossed branches, root wounds"
94704,"topped, uneven weight, competing leaders, irrigation head embedded in root crown"
94702,"topped, uneven weight, competing leaders, next to utility, roots cut from repaving, building clearance"
94703,"topped, uneven weight, construction barrier, root mass wounds"
94702,"topped, uneven weight, crossed branches"
94703,"topped, uneven weight, crossed branches"
94705,"topped, uneven weight, crossed branches, between driveways, next to drain line, trunk wound, crown clean & thin"
94703,"topped, uneven weight, crossed branches, crown clean & thin, slight lean"
94703,"topped, uneven weight, crossed branches, suckers, branch wounds, hit by vehicles"
94703,"topped, uneven weight, crossed branches, suckers, crowded"
94703,"topped, uneven weight, crossed branches, suckers, root wounds, curb missing"
94708,"topped, uneven weight, crossed branches, weight reduction, crowded by itself"
94703,"topped, uneven weight, crossed branches, witch's broom, next to utilities"
94707,"topped, uneven weight, crowded"
94709,"topped, uneven weight, crowded"
94705,"topped, uneven weight, crowded"
94707,"topped, uneven weight, crowded"
94703,"topped, uneven weight, crowded, corrected lean, witch's broom, suckers"
94710,"topped, uneven weight, crowded, crown dieback, deadwood, scaffolds removed, road clearance, weight reduction"
94704,"topped, uneven weight, crowded, next to power pole, deadwood, in decline"
94703,"topped, uneven weight, crowded, slight lean towards property, suckers"
94705,"topped, uneven weight, crowded, small deadwood, crown clean"
94707,"topped, uneven weight, crowded, suckers, deadwood"
94709,"topped, uneven weight, crowded, suckers, lean towards road"
94703,"topped, uneven weight, crowded, suckers, witch's broom, crossed branches, crown clean & thin"
94709,"topped, uneven weight, crowded, trunk burls, slight lean towards road, light clearance, crossed branches"
94705,"topped, uneven weight, crowded, trunk wound,"
94703,"topped, uneven weight, crown clean & thin"
94703,"topped, uneven weight, crown clean & thin, between utilities"
94709,"topped, uneven weight, crown clean & thin, endweight reduction"
94709,"topped, uneven weight, crown clean & thin, endweight reduction, sidewalk & light clearance"
94709,"topped, uneven weight, crown clean & thin, light clearance, competing leaders"
94703,"topped, uneven weight, crown clean & thin, root wounds, trunk wound"
94703,"topped, uneven weight, crown clean & thin, weight reduction, next to utility, breaking curb"
94707,"topped, uneven weight, crown dieback"
94708,"topped, uneven weight, crown dieback, deadwood"
94708,"topped, uneven weight, crown dieback, roots cut, pitch on trunk, suckers, crowded"
94703,"topped, uneven weight, crown dieback, slight lean towards road, between driveways, decaying pruning cuts, suckers, trunk wounds"
94708,"topped, uneven weight, crown raise, weight reduction"
94703,"topped, uneven weight, curved trunk, next to utility, lifting road, crown clean & thin"
94703,"topped, uneven weight, decaying pruning cuts, next to utility, suckers, crossed branches"
94703,"topped, uneven weight, decaying pruning cuts, suckers, crossed branches"
94702,"topped, uneven weight, endweight reduction, suckers, witch's broom, crown clean & thin, next to utility, roots cut from repaving"
94705,"topped, uneven weight, endweight reduction, suckers,crossed branches, nests"
94702,"topped, uneven weight, endweight reduction, uneven weight, suckers, witchs broom, stub"
94702,"topped, uneven weight, fireblight, nest, headed back"
94704,"topped, uneven weight, fused root mass, next to power pole anchor,"
94704,"topped, uneven weight, fused root mass, root wounds, graffiti"
94707,"topped, uneven weight, girdling roots, suckers"
94702,"topped, uneven weight, headed back, suckers,"
94708,"topped, uneven weight, ivy on trunk, branch split, weight reduction,"
94702,"topped, uneven weight, large branches removed, nests"
94704,"topped, uneven weight, lean towards road, suckers,"
94704,"topped, uneven weight, mushrooms, decaying pruning cuts, sloughing bark from grade into crown"
94709,"topped, uneven weight, nest"
94703,"topped, uneven weight, nest"
94707,"topped, uneven weight, next to gas lines, branch failure, large growth at trunk base"
94707,"topped, uneven weight, next to power pole & utility box, under pole anchor line"
94703,"topped, uneven weight, next to power pole anchor, slight lean, crown clean, thin & raise"
94703,"topped, uneven weight, next to power pole, under power pole anchor, next to utilities"
94703,"topped, uneven weight, next to sewer cleanout, branch failure, stub"
94705,"topped, uneven weight, next to sewer cleanout, crown clean & thin"
94704,"topped, uneven weight, next to utility"
94703,"topped, uneven weight, next to utility"
94709,"topped, uneven weight, next to utility, crown clean & thin, building & road clearance"
94709,"topped, uneven weight, next to utility, crown clean & thin, endweight reduction, root wounds from repaving"
94703,"topped, uneven weight, next to utility, suckers, included bark, slight lean"
94703,"topped, uneven weight, next to utility, witch's broom, suckers"
94703,"topped, uneven weight, reduced, suckers"
94702,"topped, uneven weight, road clearance"
94709,"topped, uneven weight, road clearance, crown clean & thin, endweight reduction"
94702,"topped, uneven weight, road clearance, suckers, endweight reduction over property"
94707,"topped, uneven weight, sidewalk clearance"
94702,"topped, uneven weight, sign clearance"
94708,"topped, uneven weight, slight lean over driveway, building clearance"
94707,"topped, uneven weight, slight lean over the road"
94709,"topped, uneven weight, slight lean towards property"
94704,"topped, uneven weight, slight lean towards road, crown clean & thin"
94705,"topped, uneven weight, slight lean towards road, exstensive sapsucker damage, road clearance"
94704,"topped, uneven weight, slight lean towards road, under power pole anchor, crown clean, thin & raise, included bark, next to power pole"
94702,"topped, uneven weight, slight lean, crossed branches, crown clean & thin, next to utility,"
94702,"topped, uneven weight, slight lean, crossed branches, reduced"
94703,"topped, uneven weight, suckers"
94702,"topped, uneven weight, suckers"
94709,"topped, uneven weight, suckers, deadwood"
94709,"topped, uneven weight, suckers, deadwood, crown clean"
94709,"topped, uneven weight, suckers, headed back, root wounds from repaving, crown clean & thin, weight reduction"
94703,"topped, uneven weight, suckers, next to power pole anchor"
94703,"topped, uneven weight, suckers, next to sign"
94703,"topped, uneven weight, suckers, recently pruned, next to power pole"
94703,"topped, uneven weight, suckers, witch's broom, callousing branch failures, reduced"
94710,"topped, uneven weight, suckers, witch's broom, crossed branches, crown clean & thin"
94703,"topped, uneven weight, suckers, witch's broom, crossed branches, crown clean & thin, weight reduction over property, corrected lean"
94703,"topped, uneven weight, suckers, witch's broom, crossed branches, next to utility"
94703,"topped, uneven weight, suckers, witch's broom, next to utilities"
94702,"topped, uneven weight, suckers, witch's broom, reduced"
94702,"topped, uneven weight, suckers, witch's broom, reduced, broken curb"
94703,"topped, uneven weight, suckers, witch's broom, weight reduction, light clearance"
94703,"topped, uneven weight, trunk burls, decaying pruning cuts, crossed branches, suckers"
94709,"topped, uneven weight, trunk burls, witch's broom, suckers, crowded, headed back, next to utility"
94707,"topped, uneven weight, trunk galls, crowded, suckers"
94709,"topped, uneven weight, trunk wound, crown clean & thin, endweight reduction"
94703,"topped, uneven weight, under juniper"
94703,"topped, uneven weight, weight reduction over property, building clearance, recently pruned"
94703,"topped, uneven weight, weight reduction, breaking curb"
94708,"topped, uneven weight, weight reduction, road clearance, bad pruning cuts, poor structure"
94705,"topped, uneven weight, weight reduction, road clearance, exposed roots, deadwood, next to sign,"
94709,"topped, uneven weight, wisteria growing up trunk, next to utility, road clearance, crown clean & thin, weight reduction"
94703,"topped, uneven weight, witch's broom, crossed branches, reduced"
94709,"topped, uneven weight, witch's broom, suckers, breaking curb"
94702,"topped, uneven weight, witch's broom, suckers, recently pruned, uncorrected lean"
94708,"topped, upright branching, next to mailbox & sewer cleanout,"
94708,"topped, waterspraugh, deadwood, building clearance, road clearance"
94705,"topped, waterspraugh, deadwood, weight reduction, road clearance, growing over curb"
94704,"topped, watersprouts,"
94705,"topped, watersprouts, next to utilities, predominant leaders, included bark, crown clean and thin, roots have been cut, root wounds,"
94707,"topped, weight over road, 3"" deadwood"
94707,"topped, weight over road, growing into power lines, next to power pole"
94704,"topped, weight redection, crown clean, roots cut for repaving"
94708,"topped, weight reduction"
94708,"topped, weight reduction"
94705,"topped, weight reduction , next to utility , road clearance , next to power pole"
94705,"topped, weight reduction over road"
94707,"topped, weight reduction over road"
94708,"topped, weight reduction over road, next to power pole"
94707,"topped, weight reduction, branch failure, crossed branches, clean and thin"
94703,"topped, weight reduction, building clearance, curved trunk, exposed roots, next to utility, deadwood, road clearance,"
94708,"topped, weight reduction, crossed branches, crowded, bad pruning cuts,  deadwood"
94708,"topped, weight reduction, crowded, large pruning cuts, sidewalk clearance"
94704,"topped, weight reduction, crown clean and thin, next to utility, watersprouts, sucker growth,"
94705,"topped, weight reduction, deadwood, next to sign"
94704,"topped, weight reduction, deadwood, road clearance, crowded, next to utility, girdling root, root wounds,"
94704,"topped, weight reduction, deadwood, road clearance, sucker growth, uneven weight"
94705,"topped, weight reduction, growing over sidewalk, exposed roots, roots around the trunk, next to utilities, included bark, predominant leaders, large branch wound, marks off cable that use to be rap around one leader"
94708,"topped, weight reduction, large deadwood over road"
94705,"topped, weight reduction, next to power pole,  predominant leaders"
94705,"topped, weight reduction, next to signs, nest, road clearance, crowded"
94707,"topped, weight reduction, road clearance"
94708,"topped, weight reduction, road clearance, crowded"
94705,"topped, weight reduction, road clearance, deadwood"
94705,"topped, weight reduction, road clearance, next to utility"
94705,"topped, weight reduction, road clearance, posted sign for tree work on 8-22 8-23, 2012"
94705,"topped, weight reduction, road clearance, steel cable has contact with trunk,  deadwood, roots have been grind, crowded,"
94705,"topped, weight reduction, sidewalk clearance, curved trunk, crowded,"
94703,"topped, weight reduction, suckers, witch's broom, sooty mold, uneven weight, crossed branches"
94708,"topped, weight reduction, uneven weight, next to power pole, road clearance,"
94705,"topped, weight reduction, watersprouts, sidewalk clearance,"
94707,"topped, weight toward house, deadwood over sidewalk,"
94704,"topped, wilting"
94703,"topped, wire twisted around branch , 1 foot from sign, roots destroying sidewalk"
94705,"topped, witch's broom"
94703,"topped, witch's broom"
94703,"topped, witch's broom"
94705,"topped, witch's broom"
94703,"topped, witch's broom, building clearance, slight lean, next to sewer cleanout"
94709,"topped, witch's broom, building clearance, uneven weight, trunk burls"
94702,"topped, witch's broom, competing leaders, one leader vertical, one growing over property"
94705,"topped, witch's broom, crossed branches, crown clean & thin, uneven weight"
94707,"topped, witch's broom, crossed branches, headed back, trunk burls, building clearance, crown clean & thin"
94703,"topped, witch's broom, crossed branches, slight lean"
94703,"topped, witch's broom, crossed branches, slight lean towards road"
94703,"topped, witch's broom, crossed branches, suckers, bricks embedded in root crown"
94707,"topped, witch's broom, crowded"
94709,"topped, witch's broom, crowded"
94703,"topped, witch's broom, crowded, next to utilities"
94707,"topped, witch's broom, crowded, roots cut for repaving"
94705,"topped, witch's broom, crown clean & thin"
94705,"topped, witch's broom, crown clean & thin,"
94703,"topped, witch's broom, crown clean & thin, suckers, recently pruned"
94705,"topped, witch's broom, crown dieback, included bark, crown clean, light & rigging lines mouned on trunk"
94702,"topped, witch's broom, curved trunk, crossed branches"
94705,"topped, witch's broom, curved trunk, crowded"
94707,"topped, witch's broom, deadwood, trunk burls, roots cut from repaving"
94707,"topped, witch's broom, fireblight"
94705,"topped, witch's broom, growing over curb & sidewalk, root wounds, deadwood"
94705,"topped, witch's broom, growing over sidewalk,"
94705,"topped, witch's broom, growing over sidewalk, small nest, building clearance"
94707,"topped, witch's broom, headed back, suckers, deadwood, trunk galls"
94707,"topped, witch's broom, large buttress roots w/decaying wounds"
94707,"topped, witch's broom, light clearance"
94707,"topped, witch's broom, next to power pole, 5"" deadwood next to power pole, trunk galls"
94707,"topped, witch's broom, next to power pole, branch growing against pole, included bark, crossed branches, suckers, deadwood, trunk galls"
94703,"topped, witch's broom, next to power pole, uneven weight, suckers"
94703,"topped, witch's broom, next to sewer cleanout, trunk burls, crowded"
94705,"topped, witch's broom, next to sign, growing over sidewalk"
94705,"topped, witch's broom, next to utilities, road clearance"
94707,"topped, witch's broom, next to utility, crowded, juniper growing around base"
94703,"topped, witch's broom, next to utility, slight lean towards road"
94703,"topped, witch's broom, next to utility, trunk burls, crowded, crossed branches, breaking curb"
94703,"topped, witch's broom, reduced, uneven weight"
94705,"topped, witch's broom, road clearance, growing over curb"
94705,"topped, witch's broom, road clearance, roots have been grind, crown clean and thin, end weight reduction, deadwood, slight lean towards the road,"
94703,"topped, witch's broom, root crown wound, crowded"
94703,"topped, witch's broom, root wounds, crossed branches"
94705,"topped, witch's broom, roots cut, growing over curb & sidewalk"
94703,"topped, witch's broom, slight lean towards road, crown clean & thin"
94707,"topped, witch's broom, slight lean towards road, small deadwood"
94702,"topped, witch's broom, suckers"
94709,"topped, witch's broom, suckers, building clearance, crowded, uneven weight"
94709,"topped, witch's broom, suckers, competing leaders"
94703,"topped, witch's broom, suckers, crossed branches"
94702,"topped, witch's broom, suckers, crossed branches"
94709,"topped, witch's broom, suckers, crossed branches, crown clean & thin"
94703,"topped, witch's broom, suckers, crossed branches, next to utility"
94702,"topped, witch's broom, suckers, crossed branches, uneven weight"
94709,"topped, witch's broom, suckers, crown clean & thin"
94709,"topped, witch's broom, suckers, crown clean & thin, endweight reduction, uneven weight"
94705,"topped, witch's broom, suckers, crown clean, sidewalk clearance, growing over sidewalk"
94709,"topped, witch's broom, suckers, deadwood"
94702,"topped, witch's broom, suckers, deadwood"
94709,"topped, witch's broom, suckers, deadwood, crowded, trunk burls"
94709,"topped, witch's broom, suckers, deadwood, next to sewer cleanout, trunk burls, building clearance"
94702,"topped, witch's broom, suckers, deadwood, slight lean towards property, crown clean"
94707,"topped, witch's broom, suckers, deadwood, trunk galls"
94709,"topped, witch's broom, suckers, headed back"
94709,"topped, witch's broom, suckers, headed back, trunk burls, crowded"
94709,"topped, witch's broom, suckers, headed back, uneven weight"
94703,"topped, witch's broom, suckers, headed back, uneven weight, slight lean, roots cut from repaving"
94702,"topped, witch's broom, suckers, large branch failure, deadwood"
94709,"topped, witch's broom, suckers, light clearance, 3"" deadwood in middle of crown"
94709,"topped, witch's broom, suckers, next to hydrant, headed back, crossed branches, trunk burls"
94702,"topped, witch's broom, suckers, next to sewer cleanout, slight lean"
94702,"topped, witch's broom, suckers, slight lean towards road, sign clearance, branch wounds, hit by vehicles"
94709,"topped, witch's broom, suckers, trunk burls, headed back"
94709,"topped, witch's broom, suckers, trunk burls, headed back, slight lean,"
94709,"topped, witch's broom, suckers, trunk burls, slight lean towards road, crown clean & thin"
94703,"topped, witch's broom, suckers, uneven weight"
94703,"topped, witch's broom, suckers, uneven weight, breaking curb, trunk scars, branch wounds, hit by vehicles"
94702,"topped, witch's broom, suckers, uneven weight, broken curb, crossed branches"
94709,"topped, witch's broom, suckers, uneven weight, light clearance, next to power pole, crossed branches"
94702,"topped, witch's broom, suckers, watersprouts, crown clean & thin, endweight reduction"
94703,"topped, witch's broom, trunk burls, crossed branches, crown clean & thin"
94707,"topped, witch's broom, trunk burls, crowded"
94707,"topped, witch's broom, trunk burls, crowded, uneven weight"
94703,"topped, witch's broom, trunk burls, next to utility, nests, crossed branches"
94709,"topped, witch's broom, trunk burls, uneven weight, crowded"
94707,"topped, witch's broom, trunk galls, crowded, suckers, deadwood, 4"" deadwood over sidewalk"
94707,"topped, witch's broom, trunk galls, crown clean & thin"
94707,"topped, witch's broom, trunk galls, deadwood, next to sewer cleanout"
94707,"topped, witch's broom, trunk galls, suckers, deadwood"
94707,"topped, witch's broom, trunk galls, suckers, deadwood"
94707,"topped, witch's broom, trunk galls, suckers, deadwood, uneven weight"
94704,"topped, witch's broom, uneven weight, circling roots"
94704,"topped, witch's broom, uneven weight, competing leaders"
94707,"topped, witch's broom, uneven weight, crown dieback, next to power pole, suckers, deadwood"
94707,"topped, witch's broom, uneven weight, decaying pruning cuts , trunk burls"
94709,"topped, witch's broom, uneven weight, lean towards road, branch wounds, hit by trucks, headed back"
94703,"topped, witch's broom, uneven weight, next to power pole"
94703,"topped, witch's broom, uneven weight, next to utility, suckers, crown clean & thin"
94705,"topped, witch's broom, uneven weight, roots cut, growing over curb, branch cavity"
94707,"topped, witches broom in middle around power lines"
94708,"topped, witches broom, building clearance, crowded"
94708,"topped, witches broom, crown clean & thin"
94708,"topped, witches broom, crown clean, thin & raise"
94707,"topped, witches broom, poor structure"
94708,"topped, witches broom, root wounds, crowded"
94708,"topped,crowdedm deadwood, uneven weight,"
94707,"topped,deadwood, poor structure"
94704,"topped,end weight reduction, deadwood, crown clean and thin, end weight reduction"
94708,"topped,ivy on trunk, black mold on trunk, deadwood, crowded, weight reduction"
94708,"topped,large trunk wound, decaying trunk"
94707,"topped,sucker growth, deadwood, corrected lean"
94708,"topped,uneven weight, crowded, weight reduction, deadwood, leaves spots"
94705,"topped.,deadwood, end weight reduction, crown raise,road clearance"
94705,"toppee, hedged"
94702,"toppwd, crown clean & thin, next to utility"
94703,tree gator
94710,tree gator
94710,tree gator
94710,tree gator
94704,tree guard has contact with branch
94704,"tree guard has contact with branch, crown clean"
94704,"tree guard has contact with trunk, branch wound,"
94704,"tree guard in contact with branch,"
94702,tree well
94705,tree well
94710,tree well covered with bricks
94704,"trnk carving, holiday lights, suckers, branch failures, branch wounds, hit by trucks"
94708,"truck cavity, watersprouts, 8 & 4"" deadwood over road"
94708,truck/suv branch wounds
94710,"trunk & branch burls, crossed branches, uneven weight, under ash"
94702,"trunk & branch burls, headed back, bad pruning cuts"
94703,"trunk & branch burls, suckers, deadwood, roots cut from repaving"
94702,"trunk & branch burls, uneven weight, lean towards property, crossed branches, bad pruning cuts"
94708,trunk & branch cavities
94702,"trunk & branch decay, grafted, crown dieback, dead cambium, uneven weight"
94703,"trunk & branch decay, in decline, slight lean towards property, trunk burls, leaf curl, cardboard pinned over root zone, appears aerated & fertilized"
94708,trunk & branch wounds
94709,trunk & branch wounds
94702,trunk & branch wounds
94703,"trunk & branch wounds, between utilities, slight lean"
94705,"trunk & branch wounds, crown dieback"
94705,"trunk & branch wounds, crown dieback, uneven weight"
94708,"trunk & branch wounds, growing into LV lines"
94703,"trunk & branch wounds, hit by vehicles, girdling roots"
94702,"trunk & branch wounds, hit by vehicles, suckers, crown clean & thin, weight reduction, building clearance"
94705,"trunk & branch wounds, lean towards road, crowded, growing over road"
94708,"trunk & branch wounds, leaning over road"
94710,"trunk & branch wounds, road clearance, included bark"
94707,"trunk & branch wounds, topped, some leaves chlorotic & blotch"
94708,"trunk & branch wounds, under oak, crowded"
94703,"trunk & branch wounds, verticillium, uneven weight, crossed branches,"
94707,"trunk & branches cracking, crown dieback, deadwood, in decline, lean towards property"
94707,"trunk & root crown cavities, between rocks, crown dieback"
94702,"trunk & root crown wound, branch failures, hanger, crossed branches, suckers, skateboard hanging in crown, decaying prunning cuts"
94702,trunk & root crown wounds from lawn maintenance
94702,"trunk & root crown wounds from lawn maintenance, branch failure"
94702,"trunk & root crown wounds from lawn maintenance, corrected lean"
94703,"trunk & root crown wounds from lawn maintenance, slight lean, uneven weight, suckers, reduced"
94702,trunk & root wounds
94703,"trunk & root wounds, next to utilities, large branch failure, sidewalk & road clearance"
94703,"trunk & root wounds, uneven weight, deadwood,"
94702,"trunk & rot crown wounds from lawn maintenance, leaf tip burn,"
94707,trunk & scaffold wounds
94703,trunk against utilities
94705,"trunk and branch wounds from stake, inside playground"
94703,"trunk and branch wounds on street side, possible sunscald"
94702,"trunk bark splitting, crowded, included bark, crossed branches"
94703,trunk bent
94710,trunk burl
94709,"trunk burls bowed trunk, fungal fruiting bodies, crowded, between utilities"
94703,"trunk burls, bad pruning cuts, stubs, suckers, crossed branches, trunk cavity"
94706,"trunk burls, bowed trunk, crossed branches"
94703,"trunk burls, bowed trunk, crown dieback, crossed branches"
94703,"trunk burls, building & road clearance, decaying prunning cuts"
94703,"trunk burls, buttress roots, suckers, deadwood"
94703,"trunk burls, competing leaders, crossed branches, uneven weight, next to power pole, light clearance, decaying pruning cuts"
94709,"trunk burls, crossed branches"
94703,"trunk burls, crossed branches, crowded, uneven weight, sign clearance, crown dieback, trunk conk at base, lean towards driveway"
94702,"trunk burls, crossed branches, crown clean & thin, sign & road clearance"
94704,"trunk burls, crossed branches, headed back"
94703,"trunk burls, crossed branches, headed back, sidewalk & road clearance"
94709,"trunk burls, crossed branches, next to power pole, headed back, bad prunning cuts"
94703,"trunk burls, crossed branches, sidewalk clearance, uneven weight"
94703,"trunk burls, crossed branches, suckers"
94702,"trunk burls, crossed branches, suckers, crowded, uneven weight"
94702,"trunk burls, crossed branches, uneven weight, crown dieback"
94707,"trunk burls, crowded, crossed branches, crown clean & thin"
94710,"trunk burls, crowded, crown clean & thin,"
94703,"trunk burls, crowded, crown dieback, deadwood"
94707,"trunk burls, crowded, headed back"
94709,"trunk burls, crowded, next to utility, root wounds from repaving,"
94703,"trunk burls, crowded, uneven weight, building clearance"
94702,"trunk burls, crowded, uneven weight, crossed branches, nest, next to utility"
94707,"trunk burls, crowded, uneven weight, crown clean & thin"
94707,"trunk burls, crowded, uneven weight, root wounds from repaving,"
94703,"trunk burls, crowded, uneven weight, sapsucker damage, next to utility"
94707,"trunk burls, crown clean & thin"
94703,"trunk burls, crown dieback, branch gall, crossed branches, branch failure"
94703,"trunk burls, crown dieback, crossed branches"
94709,"trunk burls, crown dieback, crossed branches"
94702,"trunk burls, crown dieback, next to sewer cleanout, exstensive sapsucker damage, decaying prunning cuts"
94703,"trunk burls, crown dieback, suckers, watersprouts"
94703,"trunk burls, crown dieback, uneven weight"
94703,"trunk burls, crown dieback, uneven weight, suckers, crossed branches"
94710,"trunk burls, curved trunk, suckers, uneven weight"
94707,"trunk burls, deadwood, on hillside above sidewalk, crowded, uneven weight, included bark, crown clean"
94703,"trunk burls, headed back"
94703,"trunk burls, headed back"
94707,"trunk burls, headed back, crowded, suckers, roots cut from repaving"
94707,"trunk burls, headed back, curb missing, suckers"
94707,"trunk burls, headed back, roots cut from repaving"
94707,"trunk burls, headed back, scaffold removed, crossed branches, crown clean & thin"
94707,"trunk burls, headed back, suckers, deadwood"
94707,"trunk burls, headed back, suckers, deadwood, root wounds from repaving"
94702,"trunk burls, included bark, crown dieback"
94710,"trunk burls, included bark, slight lean towards road, crowded, crossed branches"
94703,"trunk burls, included bark, suckers, crossed branches, sign clearance"
94709,"trunk burls, lean towards property, uneven weight"
94703,"trunk burls, next to power pole, slight lean, trunk conchs"
94709,"trunk burls, next to power pole, uneven weight, suckers, deadwood, building clearance, next to sewer cleanout"
94707,"trunk burls, next to sewer cleanout"
94709,"trunk burls, next to sewer cleanout & power pole, root wounds, bowed trunk, suckers, headed back"
94707,"trunk burls, next to sewer cleanout, included bark, crossed branches"
94703,"trunk burls, next to sewer cleanout, uneven weight, corrected lean"
94703,"trunk burls, next to utilities, crossed branches"
94702,"trunk burls, next to utilities, leaf miner"
94703,"trunk burls, next to utilities, root wounds, crossed branches, crown clean & thin"
94702,"trunk burls, next to utility, deadwood"
94707,"trunk burls, next to utility, headed back, suckers"
94703,"trunk burls, partially topped, crossed branches, crown clean & thin"
94703,"trunk burls, road clearance"
94707,"trunk burls, roots cut from repaving, crowded, headed back,"
94703,"trunk burls, scaffold removed, stub, branch gall"
94703,"trunk burls, sign clearance, uneven weight"
94703,"trunk burls, sign, sidewalk & road clearance"
94709,"trunk burls, slight lean towards property, building clearance, crossed branches, crown clean & thin"
94704,"trunk burls, slight lean towards property, crossed branches, sidewalk clearance"
94702,"trunk burls, slight lean towards property, crown dieback, crossed branches"
94702,"trunk burls, slight lean towards property, suckers, deadwood, bad prunning cuts"
94709,"trunk burls, slight lean towards road, crowded, uneven weight, suckers, deadwood, crown clean & thin, trunk wound hit by vehicle, next to utility"
94704,"trunk burls, slight lean towards road, uneven weight, crown clean & thin"
94702,"trunk burls, slight lean, crowded"
94709,"trunk burls, suckers, crowded, crown clean & thin, headed back"
94709,"trunk burls, suckers, crown clean & thin, powdery mildew, uneven weight, ivy growing up trunk"
94703,"trunk burls, suckers, deadwood"
94707,"trunk burls, suckers, deadwood, crossed branches, crown clean & thin"
94709,"trunk burls, suckers, deadwood, crowded, uneven weight"
94709,"trunk burls, suckers, deadwood, crown clean"
94709,"trunk burls, suckers, deadwood, slight lean towards road"
94709,"trunk burls, suckers, deadwood, uneven weight, crowded, crossed branches, crown clean & thin"
94706,"trunk burls, suckers, endweight reduction, sooty mold, buttress roots, included bark"
94709,"trunk burls, suckers, next to utility, crown clean & thin, LV line wrapped around scaffold, root wounds from repaving"
94709,"trunk burls, suckers, slight lean, next to sewer cleanout"
94702,"trunk burls, suckers, sooty mold, crossed branches"
94703,"trunk burls, suckers, uneven weight"
94710,"trunk burls, thrips, uneven weight, crown dieback, suckers, crown clean, under sycamore"
94707,"trunk burls, topped, crossed branches, bad prunning cuts"
94707,"trunk burls, topped, witch's broom, crossed branches, crown clean & thin"
94703,"trunk burls, trunk cavities, suckers, crowded, crown dieback"
94703,"trunk burls, trunk wounds, suckers, watersprouts"
94702,"trunk burls, uneven weight"
94703,"trunk burls, uneven weight, crossed branches, suckers"
94709,"trunk burls, uneven weight, crowded, crown clean & thin"
94707,"trunk burls, uneven weight, headed back, crossed branches, crown clean & thin"
94703,"trunk burls, uneven weight, slight lean, branch failure"
94709,"trunk burls, uneven weight, suckers"
94709,"trunk burls, uneven weight, suckers, deadwood, building clearance"
94707,"trunk burls, vine growing into crown, crowded, headed back, crossed branches, crown clean & thin"
94702,"trunk burls, witch's broom, bad pruning cuts"
94707,trunk canker
94703,trunk canker
94703,"trunk canker, suckers, uneven weight, scaffold removed"
94703,trunk carving
94702,trunk carving
94703,"trunk carving, branch failure, uneven weight, crown clean & thin, sidewalk & road clearance"
94710,"trunk carving, cocoons under branch unions"
94704,"trunk carving, competing leaders, corrected lean, holiday lights, suckers"
94707,"trunk carving, corrected lean, uneven weight, between rocks"
94710,"trunk carving, in playground, crown clean & thin, stubs"
94704,"trunk carving, included bark, crown clean & thin"
94702,"trunk carving, lean, uneven weight, deadwood, road clearance"
94702,"trunk carving, memorial tag on trunk"
94710,"trunk carving, next to water meter, crown clean & thin"
94702,"trunk carving, sign clearance"
94704,"trunk carving, sooty mold"
94702,"trunk carving, uneven weight"
94702,"trunk carving, uneven weight"
94708,"trunk cavities, bad pruning cuts, sapp sucked sucker damages, poor structure"
94707,"trunk cavities, crowded, crown dieback, between rocks, root crown cavity"
94703,"trunk cavities, exstensive trunk decay, crowded, suckers, slight lean towards driveway"
94708,"trunk cavities, large branch wounds, uneven weight,"
94705,"trunk cavities, large deadwood over sidewalk"
94707,"trunk cavities, recently pruned, next to building, scaffold removed, stub, crowded"
94708,"trunk cavities, sapp sucked sucker damages, trunk wounds, poor structure"
94707,"trunk cavities, sapsucker damage, 2 major limbs removed toward house"
94709,"trunk cavities, sooty mold, ivy growing up trunks, next to Arts Center"
94707,"trunk cavities, topped, uneven weight, growing over road, road clearance"
94704,"trunk cavities, trunk wounds, deadwood, crown clean"
94707,trunk cavity
94705,trunk cavity
94707,trunk cavity
94707,"trunk cavity & wound, topped, leaning over road, next to utility"
94705,"trunk cavity , root wounds , included bark , uneven weight , weight reduction , sapsucker damage , branch cavities"
94708,trunk cavity at 5'
94708,trunk cavity at 7'
94708,"trunk cavity at base, corrected lean, crowded,"
